标题,售价,单价,小区,区域,户型,面积,朝向,装修,楼层,楼层类型,楼层数,建筑结构,年份,详情页,面积数值,楼层数值,房间数,厅数,每房间价格,每平米房间数,是否南北通透,楼层类型编码,装修编码,cluster
中南汽车世界优质两房，中间楼层拎包入住,29.8,3369,中南汽车世界 ,中南汽车世界,2室2厅,88.47平米,南,精装,中楼层(共6层),中,6,板楼,2004年,https://cs.lianjia.com/ershoufang/104114258958.html,88.47,6.0,2.0,2.0,14.9,0.022606533288120265,0,1.0,2,3
碧桂园公园壹号 精装三房 满五唯一 诚心出售,62.8,6098,碧桂园公园壹号 ,暮云,3室2厅,103平米,南,精装,低楼层(共18层) ,低,18,塔楼,unknown,https://cs.lianjia.com/ershoufang/104116060117.html,103.0,18.0,3.0,2.0,20.933333333333334,0.02912621359223301,0,0.0,2,3
愉景苑大横厅精装河景四房带全房中 央空调，独门独户,180.0,9914,阳光城愉景苑 ,武广新城,4室2厅,181.57平米,东南,精装,低楼层(共47层) ,低,47,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104113994453.html,181.57,47.0,4.0,2.0,45.0,0.022030071046979127,0,0.0,2,3
清水毛坯，随心设计，人车分流。,60.8,6961,保利香槟国际 ,万家丽北,3室2厅,87.35平米,南,毛坯,低楼层(共31层),低,31,塔楼,2016年,https://cs.lianjia.com/ershoufang/104111333562.html,87.35,31.0,3.0,2.0,20.266666666666666,0.03434459072696051,0,0.0,0,2
芙蓉中路建鸿达伍家岭湘雅医院精装三房,109.8,9617,建鸿达现代城 ,烈士公园,3室2厅,114.18平米,西南,精装,中楼层(共28层) ,中,28,板楼,unknown,https://cs.lianjia.com/ershoufang/104116115146.html,114.18,28.0,3.0,2.0,36.6,0.02627430373095113,0,1.0,2,1
全新未入住 视野无遮挡 品质小区 看房很方便,123.0,12057,恒大御景湾 ,滨江新城,3室2厅,102.02平米,南,精装,低楼层(共32层),低,32,塔楼,2014年,https://cs.lianjia.com/ershoufang/104115716754.html,102.02,32.0,3.0,2.0,41.0,0.02940599882376005,0,0.0,2,3
地铁口三房采光良好户型端正地铁口一百米,182.0,15107,旭辉都会山 ,金星中路,3室2厅,120.48平米,南,其他,中楼层(共34层) ,中,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115884181.html,120.48,34.0,3.0,2.0,60.666666666666664,0.0249003984063745,0,1.0,1,1
五一广场，三角花园新城4房2厅2卫，业主诚心出售,170.0,9788,三角花园星城 ,松桂园,4室2厅,173.69平米,东南,简装,26层,2,26,塔楼,2006年,https://cs.lianjia.com/ershoufang/104115106771.html,173.69,26.0,4.0,2.0,42.5,0.023029535379123726,0,,1,2
精装三房 南北通透，采光通风良好，视野开阔。,110.0,9495,恒大御景天下一期 ,金霞,3室2厅,115.86平米,南 北,其他,中楼层(共7层) ,中,7,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104111754065.html,115.86,7.0,3.0,2.0,36.666666666666664,0.02589331952356292,1,1.0,1,4
叠彩兰亭 2室1厅 南 北,53.0,10491,叠彩兰亭 ,树木岭,2室1厅,50.52平米,南 北,精装,高楼层(共33层),高,33,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104116317277.html,50.52,33.0,2.0,1.0,26.5,0.0395882818685669,1,2.0,2,0
此房满五唯一，自住装修，户型周正通透，生活便利,69.8,7483,洋湖style ,含浦,3室1厅,93.28平米,南,精装,高楼层(共30层),高,30,塔楼,2016年,https://cs.lianjia.com/ershoufang/104114074976.html,93.28,30.0,3.0,1.0,23.266666666666666,0.03216123499142367,0,2.0,2,1
正南视野棒，15万精装，复式带燃气双地铁,38.0,7826,中国铁建湘语梅溪 ,东方红,2室2厅,48.56平米,南,其他,中楼层(共22层) ,中,22,塔楼,unknown,https://cs.lianjia.com/ershoufang/104116328701.html,48.56,22.0,2.0,2.0,19.0,0.04118616144975288,0,1.0,1,0
伍家岭北辰三角洲地铁1号线2房1厅4楼,35.0,5826,植物油厂宿舍 ,北辰三角洲,2室1厅,60.08平米,南 北,简装,中楼层(共6层) ,中,6,板楼,unknown,https://cs.lianjia.com/ershoufang/104115134649.html,60.08,6.0,2.0,1.0,17.5,0.033288948069241014,1,1.0,1,0
瑞哥推举 精耕时代多年 居家自住装修保养好,110.0,9116,时代倾城 ,金星北,4室2厅,120.68平米,南 北,精装,高楼层(共34层) ,高,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115497637.html,120.68,34.0,4.0,2.0,27.5,0.033145508783559825,1,2.0,2,4
不临马路房东诚心出售好楼层2梯4户南北格局,58.8,7037,香芙嘉园 ,省政府,2室2厅,83.57平米,南,简装,高楼层(共18层) ,高,18,板楼,unknown,https://cs.lianjia.com/ershoufang/104115983778.html,83.57,18.0,2.0,2.0,29.4,0.023932033026205578,0,2.0,1,1
正地铁口 带装修可拎包入住 中高楼层采光好,53.0,8350,绿地中央广场 ,观沙岭,2室1厅,63.48平米,南,精装,高楼层(共33层),高,33,塔楼,2013年,https://cs.lianjia.com/ershoufang/104116084195.html,63.48,33.0,2.0,1.0,26.5,0.031505986137366104,0,2.0,2,0
南城印象  次新小区  业主诚心出售,82.0,9191,南城印象 ,喜盈门,3室2厅,89.22平米,东南,精装,中楼层(共32层),中,32,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104114695014.html,89.22,32.0,3.0,2.0,27.333333333333332,0.03362474781439139,0,1.0,2,1
MOMA当代广场 3室2厅 东南,66.0,7765,MOMA当代广场 ,开元路,3室2厅,85平米,东南,精装,高楼层(共34层),高,34,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104115623116.html,85.0,34.0,3.0,2.0,22.0,0.03529411764705882,0,2.0,2,1
2号金星地铁站 双卫自住小三房 中层,95.0,10570,高信向日葵 ,金星中路,3室2厅,89.88平米,南 北,精装,低楼层(共18层),低,18,板塔结合,2008年,https://cs.lianjia.com/ershoufang/104115484466.html,89.88,18.0,3.0,2.0,31.666666666666668,0.03337783711615488,1,0.0,2,4
东兴诚荐：月亮岛西地铁口 次新小区 一手毛坯 急售,96.0,8801,嘉宇银杉 ,金星北,3室2厅,109.08平米,北 南,其他,高楼层(共33层) ,高,33,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115731163.html,109.08,33.0,3.0,2.0,32.0,0.027502750275027504,0,2.0,1,1
汽车西站麓景路两房带燃气住宅性质！,32.8,7050,望兴嘉年华 ,河西人人乐,2室1厅,46.53平米,西,精装,高楼层(共27层),高,27,塔楼,2012年,https://cs.lianjia.com/ershoufang/104112415668.html,46.53,27.0,2.0,1.0,16.4,0.04298302170642596,0,2.0,2,0
全新4房！带全房日立中空！南北通，看中可谈  诚心卖,156.0,10477,东原麓印长江 ,中南汽车世界,4室2厅,148.91平米,南,精装,低楼层(共34层) ,低,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115786325.html,148.91,34.0,4.0,2.0,39.0,0.02686186287019005,0,0.0,2,3
恒大雅苑 周正大二房 朝南户型 出行方便,75.0,8499,恒大雅苑 ,广电,2室2厅,88.25平米,南,其他,高楼层(共26层) ,高,26,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116101988.html,88.25,26.0,2.0,2.0,37.5,0.0226628895184136,0,2.0,1,1
人车分流 近地铁  次新小区   自带新风暖气,95.0,10654,芙蓉万国城MOMA ,汽车东站,3室2厅,89.17平米,南,精装,中楼层(共34层) ,中,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104112064631.html,89.17,34.0,3.0,2.0,31.666666666666668,0.0336436021083324,0,1.0,2,1
近地铁边户大三房，新交付中式园林小区,104.0,9241,汉唐世家 ,雷锋镇,3室2厅,112.55平米,南,精装,低楼层(共27层) ,低,27,板楼,unknown,https://cs.lianjia.com/ershoufang/104114976980.html,112.55,27.0,3.0,2.0,34.666666666666664,0.02665482007996446,0,0.0,2,3
江景小两房，户型周正，居家精装，配套齐全，拎包入住,56.8,7391,绿地海外滩一期 ,金霞,2室1厅,76.86平米,南 北,精装,中楼层(共32层),中,32,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104116069991.html,76.86,32.0,2.0,1.0,28.4,0.026021337496747333,1,1.0,2,0
80平花园 复式洋房  全明地下室  光线好,150.0,16175,澳海澜庭月亮湾 ,金星北,4室2厅,92.74平米,南 北,精装,低楼层(共6层) ,低,6,板楼,unknown,https://cs.lianjia.com/ershoufang/104115776906.html,92.74,6.0,4.0,2.0,37.5,0.04313133491481561,1,0.0,2,4
润和又一城二期 3室2厅 东 南,80.0,8621,润和又一城二期 ,金星北,3室2厅,92.8平米,东 南,精装,高楼层(共33层) ,高,33,塔楼,unknown,https://cs.lianjia.com/ershoufang/104116248967.html,92.8,33.0,3.0,2.0,26.666666666666668,0.032327586206896554,0,2.0,2,1
近地铁城铁，交通便利，业主诚心卖,50.0,7589,枫林美景 ,观沙岭,2室1厅,65.89平米,南 北,其他,中楼层(共6层),中,6,板楼,2006年,https://cs.lianjia.com/ershoufang/104114961587.html,65.89,6.0,2.0,1.0,25.0,0.030353619669145546,1,1.0,1,0
全新小区，自住装修，实力强大，户型很好,79.8,8073,金辉优步学府 ,金星北,3室1厅,98.86平米,南,精装,高楼层(共30层) ,高,30,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116232048.html,98.86,30.0,3.0,1.0,26.599999999999998,0.0303459437588509,0,2.0,2,1
湘江北尚 2室2厅 采光佳 凤凰层 近地铁口 户型周正,89.8,9061,湘江北尚 ,北辰三角洲,2室2厅,99.11平米,南,简装,高楼层(共24层),高,24,板塔结合,2007年,https://cs.lianjia.com/ershoufang/104116126848.html,99.11,24.0,2.0,2.0,44.9,0.020179598425991322,0,2.0,1,1
小黄推荐 产证在手 南北 双阳台  诚意出售,93.0,7198,润和星城润和美郡 ,金星北,4室2厅,129.22平米,东南 南,精装,中楼层(共34层) ,中,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104113257214.html,129.22,34.0,4.0,2.0,23.25,0.030954960532425323,0,1.0,2,1
联诚国际 大三房 简装 中间楼层 满五,60.0,4568,联诚国际城 ,望城区,3室2厅,131.37平米,东南,精装,中楼层(共32层) ,中,32,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104116328976.html,131.37,32.0,3.0,2.0,20.0,0.02283626398721169,0,1.0,2,1
荣盛花语馨苑自住两房 中间楼层 租售比高 近地铁口,57.8,7517,荣盛花语馨苑 ,麓谷西,2室2厅,76.9平米,南,精装,高楼层(共33层),高,33,塔楼,2015年,https://cs.lianjia.com/ershoufang/104115190418.html,76.9,33.0,2.0,2.0,28.9,0.02600780234070221,0,2.0,2,1
东站 一线浏阳河风光带 视野采光楼层好 唯一 随时看房,102.0,8379,辉煌国际城一期 ,汽车东站,3室2厅,121.74平米,南,毛坯,中楼层(共31层),中,31,塔楼,2016年,https://cs.lianjia.com/ershoufang/104112909507.html,121.74,31.0,3.0,2.0,34.0,0.02464268112370626,0,1.0,0,2
地铁口 月亮岛 业主自住装 户型周正 得房率高,79.8,8618,勤诚达境界城 ,金星北,3室2厅,92.6平米,南 北,精装,低楼层(共21层) ,低,21,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115893866.html,92.6,21.0,3.0,2.0,26.599999999999998,0.032397408207343416,1,0.0,2,4
顺舟旺城小区位置优越 地段繁华 环境物业管理好,80.8,6620,顺舟旺城 ,金星北,3室2厅,122.07平米,南 北,毛坯,中楼层(共32层) ,中,32,板楼,unknown,https://cs.lianjia.com/ershoufang/104111796454.html,122.07,32.0,3.0,2.0,26.933333333333334,0.024576062914721062,1,1.0,0,2
螺丝塘站 永旺旁次新小区 新城悦隽公园,23.7,5391,新城悦隽公园 ,开元路,1室1厅,43.97平米,南,毛坯,低楼层(共26层),低,26,板楼,2022年,https://cs.lianjia.com/ershoufang/104112616272.html,43.97,26.0,1.0,1.0,23.7,0.022742779167614285,0,0.0,0,0
店东推荐，业主急售！优质四房，业主未入住！,218.0,15308,中海阅溪府 ,东方红,4室2厅,142.41平米,南,精装,高楼层(共26层) ,高,26,平房,unknown,https://cs.lianjia.com/ershoufang/104115754396.html,142.41,26.0,4.0,2.0,54.5,0.028087915174496172,0,2.0,2,1
6号线正地铁口 读博才精装复式 有钥匙随时看房,35.0,12496,郡原广场 ,河西步步高,1室1厅,28.01平米,东 西,简装,低楼层(共23层),低,23,板楼,2008年,https://cs.lianjia.com/ershoufang/104116339686.html,28.01,23.0,1.0,1.0,35.0,0.035701535166012134,0,0.0,1,0
月亮岛地铁精选，商圈配套成熟，诚心出售，价格可谈！,90.0,8620,明发阅江悦府 ,金星北,4室2厅,104.42平米,南,精装,高楼层(共34层),高,34,塔楼,2017年,https://cs.lianjia.com/ershoufang/104115810103.html,104.42,34.0,4.0,2.0,22.5,0.03830683777054204,0,2.0,2,1
北辰业主50万自住精装修 拎包入住 仅入住一年,145.0,13635,北辰三角洲奥城E4区 ,北辰三角洲,3室2厅,106.35平米,南,精装,低楼层(共45层) ,低,45,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104113961886.html,106.35,45.0,3.0,2.0,48.333333333333336,0.028208744710860368,0,0.0,2,3
麓谷1房1厅 花园社区 安静 楼下交通方便 诚心出售,52.8,9776,麓谷星辰 ,东方红,1室1厅,54.01平米,南,简装,高楼层(共30层),高,30,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104115397257.html,54.01,30.0,1.0,1.0,52.8,0.018515089798185523,0,2.0,1,0
运达锦绣广场品质小区，品质物业，带电梯口标准车位！,149.8,11524,运达锦绣广场 ,中南汽车世界,3室2厅,129.99平米,南,精装,高楼层(共33层),高,33,板楼,2021年,https://cs.lianjia.com/ershoufang/104115081349.html,129.99,33.0,3.0,2.0,49.93333333333334,0.023078698361412416,0,2.0,2,1
业主自住装修中间楼层茶子山地铁口,109.0,12087,协信星澜汇 ,观沙岭,3室2厅,90.18平米,南,精装,高楼层(共32层),高,32,板楼,2022年,https://cs.lianjia.com/ershoufang/104114228051.html,90.18,32.0,3.0,2.0,36.333333333333336,0.0332667997338656,0,2.0,2,1
金地兰亭樾，地铁口，带燃气，精装复式,32.0,7669,金地兰亭樾 ,金霞,1室1厅,41.73平米,南,精装,中楼层(共22层),中,22,板塔结合,2023年,https://cs.lianjia.com/ershoufang/104112909222.html,41.73,22.0,1.0,1.0,32.0,0.023963575365444526,0,1.0,2,0
美的翰城 精装修三房 业主诚心出售 满五唯一省个税,67.8,5917,美的翰城 ,望城区,3室2厅,114.6平米,南 北,精装,低楼层(共33层) ,低,33,塔楼,unknown,https://cs.lianjia.com/ershoufang/104113743123.html,114.6,33.0,3.0,2.0,22.599999999999998,0.02617801047120419,1,0.0,2,4
洋湖景观精装四房 南北通透 地铁口 龙湖天街 宜家荟聚,125.0,9708,和顺洋湖壹号 ,洋湖垸,4室2厅,128.76平米,南 北,其他,高楼层(共25层),高,25,板塔结合,2015年,https://cs.lianjia.com/ershoufang/104110328227.html,128.76,25.0,4.0,2.0,31.25,0.03106554830692762,1,2.0,1,4
配套成熟，户型朝南，采光通透，使用率高,25.8,6947,保利恒伟时光印象 ,麓谷西,1室1厅,37.14平米,东 东南,其他,高楼层(共21层) ,高,21,板楼,unknown,https://cs.lianjia.com/ershoufang/104115590211.html,37.14,21.0,1.0,1.0,25.8,0.026925148088314484,0,2.0,1,0
江边栋，看江景，两梯两户，有车位，随时看房,115.0,7811,世纪城融江苑 ,湘江世纪城,3室2厅,147.23平米,南,精装,低楼层(共33层),低,33,塔楼,2010年,https://cs.lianjia.com/ershoufang/104110194655.html,147.23,33.0,3.0,2.0,38.333333333333336,0.02037628200774299,0,0.0,2,3
满五唯一江景大平层装修且户型好,228.0,12442,世纪城融江苑 ,湘江世纪城,4室1厅,183.26平米,南,其他,中楼层(共33层),中,33,塔楼,2010年,https://cs.lianjia.com/ershoufang/104110871598.html,183.26,33.0,4.0,1.0,57.0,0.021826912583215105,0,1.0,1,2
小高层中间位置，居家精空，诚心卖,85.0,7018,米兰春天 ,含浦,4室2厅,121.13平米,南,精装,中楼层(共11层),中,11,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104112343108.html,121.13,11.0,4.0,2.0,21.25,0.03302237265747544,0,1.0,2,3
茶子山，一线临江，精装四房，品牌家电,218.0,14313,复地滨江金融中心 ,观沙岭,4室2厅,152.31平米,南,精装,低楼层(共26层) ,低,26,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116003314.html,152.31,26.0,4.0,2.0,54.5,0.026262228350075502,0,0.0,2,3
升远君尚嘉筑 5室2厅 南,156.0,8474,升远君尚嘉筑 ,德思勤,5室2厅,184.1平米,南,精装,中楼层(共14层),中,14,板楼,2009年,https://cs.lianjia.com/ershoufang/104111240199.html,184.1,14.0,5.0,2.0,31.2,0.027159152634437807,0,1.0,2,3
房子在二楼，带露台，采光没问题，业主诚心出售,41.0,5749,东岸锦城B区 ,汽车东站,2室1厅,71.32平米,南,简装,低楼层(共6层),低,6,板楼,2008年,https://cs.lianjia.com/ershoufang/104111948205.html,71.32,6.0,2.0,1.0,20.5,0.028042624789680316,0,0.0,1,0
次新小区清水毛坯纯板楼户型周正,89.0,8054,伊景园滨河苑 ,武广新城,3室2厅,110.51平米,东南,毛坯,中楼层(共34层) ,中,34,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104114362103.html,110.51,34.0,3.0,2.0,29.666666666666668,0.02714686453714596,0,1.0,0,2
电梯真洋房  一梯两户  共六层   阔绰大四房,129.8,8037,润和紫郡 ,金星北,4室2厅,161.52平米,南,其他,中楼层(共5层),中,5,塔楼,2013年,https://cs.lianjia.com/ershoufang/104112120286.html,161.52,5.0,4.0,2.0,32.45,0.024764735017335313,0,1.0,1,3
浏城桥小两房近湘雅二 五一广场 解放西,38.8,6701,文艺新村 ,浏城桥,2室1厅,57.91平米,南,其他,中楼层(共7层) ,中,7,板楼,unknown,https://cs.lianjia.com/ershoufang/104116003650.html,57.91,7.0,2.0,1.0,19.4,0.03453634950785702,0,1.0,1,0
此房满五唯一，近地铁口、高铁南，配套齐全,105.0,9918,恒大国际广场 ,武广新城,3室2厅,105.87平米,南,精装,高楼层(共20层),高,20,板塔结合,2018年,https://cs.lianjia.com/ershoufang/104116246104.html,105.87,20.0,3.0,2.0,35.0,0.028336639274582034,0,2.0,2,1
主卧室100多平 带大露台 清水毛坯 名都凯旋城花园,205.0,6683,名都凯旋城 ,赤岗冲,5室2厅,306.77平米,南,其他,高楼层(共16层) ,高,16,板楼,unknown,https://cs.lianjia.com/ershoufang/104116271104.html,306.77,16.0,5.0,2.0,41.0,0.016298855820321416,0,2.0,1,2
房东急售，价格美丽，此房清水毛坯，出门就是麓山国际,72.0,5761,湖山赋 ,金霞,3室2厅,124.99平米,南,其他,高楼层(共28层) ,高,28,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115961541.html,124.99,28.0,3.0,2.0,24.0,0.02400192015361229,0,2.0,1,1
临地铁，临砂之船大商场，自住精装品质好，中间楼层,116.8,11253,明发阅江悦府 ,金星北,4室2厅,103.8平米,南,精装,中楼层(共43层) ,中,43,塔楼,unknown,https://cs.lianjia.com/ershoufang/104116317747.html,103.8,43.0,4.0,2.0,29.2,0.03853564547206166,0,1.0,2,1
三润城 4室2厅 南,99.0,7389,三润城 ,金星北,4室2厅,133.99平米,南,其他,高楼层(共33层) ,高,33,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104116417362.html,133.99,33.0,4.0,2.0,24.75,0.029852974102544963,0,2.0,1,1
正地铁口 次新小区 钱隆国际 朝南周正三房 诚心出售,102.0,10256,钱隆国际 ,金霞,3室2厅,99.46平米,南,精装,中楼层(共33层) ,中,33,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104112387065.html,99.46,33.0,3.0,2.0,34.0,0.030162879549567666,0,1.0,2,1
月亮岛地铁口，龙湖天街旁次新小区。,66.8,6996,嘉宇银杉 ,金星北,3室2厅,95.49平米,南,毛坯,低楼层(共33层) ,低,33,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115117877.html,95.49,33.0,3.0,2.0,22.266666666666666,0.03141690229343387,0,0.0,0,2
精装大三房 高楼层视野好 可以看点江,110.0,9867,钱隆首府 ,书院路,3室1厅,111.49平米,南,精装,高楼层(共28层),高,28,塔楼,2015年,https://cs.lianjia.com/ershoufang/104113879441.html,111.49,28.0,3.0,1.0,36.666666666666664,0.02690824289173917,0,2.0,2,1
